Title,Poster Image,Run Time,Plot,Director,Writer,IMDB Link,Release Date,Rating,MPAA,User Comments,Tag Line,Keywords,Genres,Cast
The Shawshank Redemption,http://ia.media-imdb.com/images/M/MV5BMTk4MDM5MDM2N15BMl5BanBnXkFtZTcwNzcxMTcyMQ@@._V1._SX100_SY120_.jpg,142 min,"Two imprisoned men bond over a number of years, finding solace and eventual redemption through acts of common decency.",Frank Darabont,"Stephen King, Frank Darabont",http://www.imdb.com/title/tt0111161/,09/23/1994,R,Rated R for language and prison violence.,Prepare to be moved,Fear can hold you prisoner. Hope can set you free.,Prison|Murder|Shawshank|Friend|Banker,Crime|Drama,Joseph Ragno|Jeffrey DeMunn|Bob Gunton|David Proval|Brian Libby|James Whitmore|Clancy Brown|Tim Robbins|William Sadler|Neil Giuntoli|Gil Bellows|Larry Brandenburg|Mark Rolston|Morgan Freeman|Jude Ciccolella
She's the Man,http://ia.media-imdb.com/images/M/MV5BMjEyMzAzMDk1Ml5BMl5BanBnXkFtZTcwNjg0OTEzMQ@@._V1._SX94_SY140_.jpg,105 min,"When her brother decides to ditch for a couple weeks in London, Viola heads over to his elite boarding school, disguises herself as him, and proceeds to fall for one of her soccer teammates. Little does she realize she's not the only one with romantic troubles, as she, as he, gets in the middle of a series of intermingled love affairs.",Andy Fickman,"Ewan Leslie, Karen McCullah Lutz",http://www.imdb.com/title/tt0454945/,03/17/2006,PG-13,Rated PG-13 for some sexual material,She's The Best!,"If you wanna chase your dream, sometimes you gotta break the rules.",Soccer|School|Twin|London|Roommate,Comedy|Romance,Robert Hoffman|Jessica Lucas|Amanda Crew|David Cross|James Snyder|Brandon Jay McLaren|Channing Tatum|Clifton MaCabe Murray|Laura Ramsey|Amanda Bynes|Jonathan Sadowski|Vinnie Jones|Alexandra Breckenridge|Julie Hagerty|James Kirk
Shoot 'Em Up,http://ia.media-imdb.com/images/M/MV5BMjA2NDk0OTQxOF5BMl5BanBnXkFtZTcwMTk0MTU1MQ@@._V1._SX94_SY140_.jpg,86 min,"A man named Mr. Smith delivers a woman's baby during a shootout, and is then called upon to protect the newborn from the army of gunmen.",Michael Davis,Michael Davis,http://www.imdb.com/title/tt0465602/,09/07/2007,R,"Rated R for pervasive strong bloody violence, sexuality and some language.",Fantastic Fun,Just another family man making a living.,Baby|Bus|Gun|Shootout|Heavy|Metal,Action|Adventure|Comedy|Crime|Thriller,Scott McCord|Greg Bryk|Paul Giamatti|Julian Richings|Wiley M. Pickett|Stephen R. Hart|Lucas Mende-Gibson|Daniel Pilon|Clive Owen|Tony Munch|Stephen McHattie|Monica Bellucci|Ramona Pringle|Kaylyn Yellowlees|Sidney Mende-Gibson
The Joker,,"","","","",http://www.imdb.com/character/ch0000180/,01/01/-4712,,"","","",Character|Name|In|Title|Superhero|Batman|DC|Comics,"",""
Shrek 2,http://ia.media-imdb.com/images/M/MV5BMTk4MTMwNjI4M15BMl5BanBnXkFtZTcwMjExMzUyMQ@@._V1._SX94_SY140_.jpg,93 min,Princess Fiona's parents invite her and Shrek to dinner to celebrate her marriage. If only they knew the newlyweds were both ogres.,"Andrew Adamson, Kelly Asbury","William Steig, Andrew Adamson",http://www.imdb.com/title/tt0298148/,05/19/2004,PG,"Rated PG for some crude humor, a brief substance reference and some suggestive content.",Wonderful solid fun,"In summer 2004, they're back for more....",Shrek|Ogre|Princess|King|Newlywed,Animation|Adventure|Comedy|Family|Fantasy,Eddie Murphy|Rupert Everett|Kelly Asbury|Julie Andrews|Cameron Diaz|Mark Moseley|Conrad Vernon|Aron Warner|John Cleese|David P. Smith|Jennifer Saunders|Cody Cameron|Antonio Banderas|Christopher Knights|Mike Myers
Shrek the Third,http://ia.media-imdb.com/images/M/MV5BMTkyMzY1MjYwN15BMl5BanBnXkFtZTcwMjUyMTE1MQ@@._V1._SX98_SY140_.jpg,93 min,"When his new father-in-law, King Harold falls ill, Shrek is looked at as the heir to the land of Far, Far Away. Not one to give up his beloved swamp, Shrek recruits his friends Donkey and Puss in Boots to install the rebellious Artie as the new king. Princess Fiona, however, rallies a band of royal girlfriends to fend off a coup d'etat by the jilted Prince Charming.","Chris Miller, Raman Hui","William Steig, Andrew Adamson",http://www.imdb.com/title/tt0413267/,05/18/2007,PG,"Rated PG for some crude humor, suggestive content and swashbuckling action.",Not Enough to be at level of first 2!,Who's ready for Thirds?,King|Shrek|Donkey|Puss|In|Boots|Prince,Animation|Adventure|Comedy|Family|Fantasy,Eddie Murphy|Rupert Everett|Susanne Blakeslee|Julie Andrews|Cameron Diaz|Ian McShane|John Cleese|Eric Idle|John Krasinski|Cody Cameron|Antonio Banderas|Christopher Knights|Mike Myers|Larry King|Justin Timberlake
Shrek,http://ia.media-imdb.com/images/M/MV5BMjAwMTEwOTY4OF5BMl5BanBnXkFtZTcwNTM5MjMyMQ@@._V1._SX98_SY140_.jpg,90 min,"An ogre, in order to regain his swamp, travels along with an annoying donkey in order to bring a princess to a scheming lord, wishing himself King.","Andrew Adamson, Vicky Jenson","William Steig, Ted Elliott",http://www.imdb.com/title/tt0126029/,05/18/2001,PG,Rated PG for mild language and some crude humor.,Left-field fairy tale left us rolling in the aisles,The greatest fairy tale never told.,Shrek|Lord|Ogre|Donkey|Princess,Animation|Adventure|Comedy|Family|Fantasy|Romance,Clive Pearse|Eddie Murphy|John Lithgow|Jim Cummings|Cameron Diaz|Vincent Cassel|Simon J. Smith|Chris Miller|Bobby Block|Peter Dennis|Kathleen Freeman|Cody Cameron|Christopher Knights|Michael Galasso|Mike Myers
Sicko,http://ia.media-imdb.com/images/M/MV5BMjM2Mjc4MDkyOF5BMl5BanBnXkFtZTcwNjM2MDk0MQ@@._V1._SX95_SY140_.jpg,123 min,"A documentary comparing the highly profitable American health care industry to other nations, and HMO horror stories.",Michael Moore,Michael Moore,http://www.imdb.com/title/tt0386032/,06/22/2007,PG-13,Rated PG-13 for brief strong language.,This Film is Amazing!!!,This might hurt a little.,Hmo|Hospital|Canada|Cuba|France,Documentary,Linda Peeno||Michael Moore|Bill Clinton|Hillary Rodham Clinton|William Maher|Aleida Guevara|George W. Bush|Tony Benn|Richard Nixon|John Graham|Reggie Cervantes
Sideways,http://ia.media-imdb.com/images/M/MV5BMjAwMDYyMTQ1OV5BMl5BanBnXkFtZTcwNjQ1NDgyMQ@@._V1._SX99_SY140_.jpg,126 min,"Two men reaching middle age with not much to show but disappointment, embark on a week long road trip through California's wine country, just as one is about to take a trip down the aisle.",Alexander Payne,"Rex Pickett, Alexander Payne",http://www.imdb.com/title/tt0375063/,01/21/2005,R,"Rated R for language, some strong sexual content and nudity.",Morally Bankrupt? Call me!,In search of wine. In search of women. In search of themselves.,Wine|California|Actor|Writer|Teacher,Comedy|Drama|Romance,Joe Marinelli|Alysia Reiner|Missy Doty|Patrick Gallagher|Robert Covarrubias|Paul Giamatti|M.C. Gainey|Marylouise Burke|Shaun Duke|Shake Tukhmanyan|Thomas Haden Church|Stephanie Faracy|Virginia Madsen|Jessica Hecht|Sandra Oh
The Simpsons Movie,http://ia.media-imdb.com/images/M/MV5BMjA5MjU4MzQxOV5BMl5BanBnXkFtZTcwNTU0MjU1MQ@@._V1._SX100_SY133_.jpg,87 min,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons family are declared fugitives.",David Silverman,"James L. Brooks, Matt Groening",http://www.imdb.com/title/tt0462538/,07/27/2007,PG-13,Rated PG-13 for irreverent humor throughout.,The long overdue simpsons movie is a hilarious and witty piece of entertainment,See our family. And feel better about yours.,Pig|Silo|Lake|Dome|Alaska,Animation|Adventure|Comedy,Billie Joe Armstrong|Maggie Roswell|Marcia Wallace|Tress MacNeille|Karl Wiedergott|Nancy Cartwright|Hank Azaria|Phil Rosenthal|Harry Shearer|Dan Castellaneta|Pamela Hayden|Julie Kavner|Russi Taylor|Albert Brooks|Yeardley Smith
The Singles 2nd Ward,http://ia.media-imdb.com/images/M/MV5BMTM2OTExMjg2OF5BMl5BanBnXkFtZTcwMDcyMzU1MQ@@._V1._SX95_SY140_.jpg,"","",Kurt Hale,"Kurt Hale, John E. Moyer",http://www.imdb.com/find?s=all&q=singles+2nd+ward,01/01/-4712,,"",The First One Was Better...,"",Number|In|Title,Comedy,Carson McKay|Adam Johnson|Jimmy Chunga|John E. Moyer|Wally Joyner|Daryn Tufts|Will Swenson|Kirby Heyborne|Michael Birkeland|Connie Young|Mitch English|Erin Chambers|Brad Johnson|Matt Mattson|Robert Swenson|Lincoln Hoppe
The Sisterhood of the Traveling Pants,http://ia.media-imdb.com/images/M/MV5BMTY0NjgyNzUwNl5BMl5BanBnXkFtZTcwMDkxNjgyMQ@@._V1._SX94_SY140_.jpg,119 min,Four best girlfriends hatch a plan to stay connected with one another as their lives start off in different directions: they pass around a pair of secondhand jeans that fits each of their bodies perfectly.,Ken Kwapis,"Ann Brashares, Delia Ephron",http://www.imdb.com/title/tt0403508/,06/01/2005,PG,"Rated PG for thematic elements, some sensuality and language.",You will care for each girl.,Laugh. Cry. Share the pants.,Pants|Jeans|Friendship|Soccer|Mexico,Adventure|Comedy|Romance,Kyle Schmid|Erica Hubbard|Mike Vogel|Leonardo Nam|George Touliatos|Nancy Travis|America Ferrera|Amber Tamblyn|Maria Konstadarou|Michael Rady|Jenna Boyd|Rachel Ticotin|Bradley Whitford|Blake Lively|Alexis Bledel
The Sixth Sense,http://ia.media-imdb.com/images/M/MV5BMTYyMTMyMzQ5MF5BMl5BanBnXkFtZTcwOTM3NzAyMQ@@._V1._SX95_SY140_.jpg,107 min,A boy who communicates with spirits that don't know they're dead seeks the help of a disheartened child psychologist.,M. Night Shyamalan,M. Night Shyamalan,http://www.imdb.com/title/tt0167404/,08/06/1999,PG-13,Rated PG-13 for intense thematic material and violent images.,You'll be knocked for six,&#x22;I see dead people&#x22;,Child|Psychologist|Seeing|Dead|People|Patient|Spirit|Ghost,Drama|Mystery|Thriller,Greg Wood|Donnie Wahlberg|Toni Collette|Bruce Norris|Glenn Fitzgerald|Olivia Williams|Firdous Bamji|Trevor Morgan|Mischa Barton|Jeffrey Zubernis|Lisa Summerour|Peter Anthony Tambakis|Haley Joel Osment|Angelica Torn|Bruce Willis
Sky Crawlers,,122 min,"",Mamoru Oshii,"Hiroshi Mori, Chihiro Itou",http://www.imdb.com/find?s=all&q=sky+crawlers,08/02/2008,PG-13,"Rated PG-13 for material involving violence, some sexual content and smoking.","Great story and concept, poor execution","",Genetics|Prostitute|Bowling|Death|Identity,Animation|Adventure|War,|Ryo Kase|Chiaki Kuriyama|Rinko Kikuchi|Bryce Hitchcock|Shosuke Tanihara
Sky High,http://ia.media-imdb.com/images/M/MV5BMTMzODg4MTc0NV5BMl5BanBnXkFtZTcwOTU0MzkzMQ@@._V1._SX99_SY140_.jpg,100 min,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",Mike Mitchell,"Paul Hernandez, Robert Schooley",http://www.imdb.com/title/tt0405325/,07/29/2005,PG,Rated PG for action violence and some mild language.,Could be a sleeper!,"Brains, Brawn And Beyond.",School|Commander|Sidekick|High|School|Flying,Adventure|Comedy|Family|Sci-Fi|Thriller,Loren Berman|Kelly Preston|Kurt Russell|Kelly Vitz|Danielle Panabaker|Mary Elizabeth Winstead|Jake Sandvig|Nicholas Braun|Will Harris|Dee Jay Daniels|Christopher Wynne|Malika|Michael Angarano|Khadijah|Kevin Heffernan
Smart People,http://ia.media-imdb.com/images/M/MV5BMTg1NTI3ODI3OV5BMl5BanBnXkFtZTcwMzk3NDI2MQ@@._V1._SX95_SY140_.jpg,95 min,Into the life of a widowed professor comes a new love and an unexpected visit from his adopted brother.,Noam Murro,Mark Poirier,http://www.imdb.com/title/tt0858479/,04/11/2008,R,"","Good, but don't go in expecting a comedy",Sometimes the smartest people have the most to learn,Professor|Date|Love|Seizure|Adopted|Brother,Comedy|Drama|Romance,Paul Huber|Christine Lahti|Sarah Jessica Parker|Kevin James Doyle|David Denman|Patrick Sebes|Don Wadsworth|Ashton Holmes|Ellen Page|Dennis Quaid|Richard John Walters|Iva Jean Saraceni|Thomas Haden Church|Robert Haley|Camille Mana
Snakes on a Plane,http://ia.media-imdb.com/images/M/MV5BMjE0NzI3MjkxM15BMl5BanBnXkFtZTcwNjEzODIzMQ@@._V1._SX95_SY140_.jpg,105 min,"An FBI agent takes on a plane full of deadly and poisonous snakes, deliberately released to kill a witness being flown from Honolulu to Los Angeles to testify against a mob boss.","David R. Ellis, Lex Halaby","John Heffernan, Sebastian Gutierrez",http://www.imdb.com/title/tt0417148/,08/18/2006,R,"Rated R for language, a scene of sexuality and drug use, and intense sequences of terror and violence.","Great, cheesy, B-movie summer fun",On August 18th Summer Really Begins,Snake|Plane|Murder|Passenger|Testify,Action|Thriller,Lin Shaye|Keith Dallas|Kenan Thompson|Bruce James|Julianna Margulies|Sunny Mabrey|Daniel Hogarth|Samuel L. Jackson|Elsa Pataky|Gerard Plunkett|Rachel Blanchard|Nathan Phillips|Casey Dubois|Flex Alexander|Terry Chen
So I Married an Axe Murderer,http://ia.media-imdb.com/images/M/MV5BMTY3OTY0NzYzMV5BMl5BanBnXkFtZTcwMDc2MjYxMQ@@._V1._SX99_SY140_.jpg,93 min,A San Francisco poet who fears commitment has a girlfriend who he suspects may not be who she appears.,Thomas Schlamme,Robbie Fox,http://www.imdb.com/find?s=all&q=so+i+married+an+axe+murderer,07/30/1993,PG-13,"Rated PG-13 for nudity, language and mock terror.",Better Every Time I Watch,The Honeymoon Was Killer,Butcher|Actor|Playing|Multiple|Roles|Meat|Hook|Bathtub|Scene|Scottish|Wedding,Comedy|Crime|Romance|Thriller,Debi Mazar|Steven Wright|Brenda Fricker|Patrick Bristow|Charles Grodin|Anthony LaPaglia|Phil Hartman|Nancy Travis|Amanda Plummer|Kiki Douveas|Al Nalbandian|Cintra Wilson|Matt Doherty|Mike Myers|George F. Mauricio
Someone Was Watching,,USA:88 min,"When Chris falls asleep whilst supposed to be watching his little sister, Molly, she goes missing. Finding her colouring book by the river...",Mark Goodman,"Mark Goodman, David Patneaude",http://www.imdb.com/find?s=all&q=someone+was+watching,01/01/-4712,,"",Not Bad!,Two friends ... One truth ... an impossible hope ...,"",Drama,Frank Gerrish||Candee Thomas|Jeanette Marie Puhich|Chanise McClure|Jonathan Rudy|Megan Follows|Sophia Valdez|Susan Abbey|Rick Macy|Colleen Goodman|James G. Jordan|Adam Watson|Ken Searles|Dustin H. Perkins|Irene Santiago|Jeanette Puhich|Alexa Jordan|Mark Corbridge|Dalin Christiansen|Jongiorgi Enos|Jedediah Goodman|Andres Orozco|Kim Hunt|Ben Watson
Something's Gotta Give,http://ia.media-imdb.com/images/M/MV5BMTQ0NTExMjk2Nl5BMl5BanBnXkFtZTcwOTQ0NTUyMQ@@._V1._SX94_SY140_.jpg,128 min,A swinger on the cusp of being a senior citizen with a taste for young women falls in love with an accomplished woman closer to his age.,Nancy Meyers,Nancy Meyers,http://www.imdb.com/title/tt0337741/,12/12/2003,PG-13,"Rated PG-13 for sexual content, brief nudity and strong language.","To my surprise, I liked this movie","",Doctor|Heart|Attack|Young|Love|Girlfriend,Comedy|Romance,Paige Butcher|Daniella Van Graas|Paul Michael Glaser|Jon Favreau|Keanu Reeves|Tanya Sweet|Diane Keaton|Vanessa Haydon|Kristine Szabo|Sonja Francis|Amanda Peet|Tamara Spoelder|Jack Nicholson|Rachel Ticotin|Frances McDormand
Soylent Green,http://ia.media-imdb.com/images/M/MV5BMTI1MjcxMzI1M15BMl5BanBnXkFtZTcwOTA5MDAwMQ@@._V1._SX96_SY140_.jpg,97 min,"In an overpopulated futuristic Earth, a New York police detective finds himself marked for murder by government agents when he gets too close to a bizarre state secret involving the origins of a revolutionary and needed new foodstuff.",Richard Fleischer,"Stanley R. Greenberg, Harry Harrison",http://www.imdb.com/title/tt0070723/,05/09/1973,PG,"",a true classic,It's the year 2022... People are still the same. They'll do anything to get what they need. And they need SOYLENT GREEN.,Food|New|York|City|Murder|Police|Police|Detective,Drama|Mystery|Sci-Fi|Thriller,Charlton Heston|Lincoln Kilpatrick|Brock Peters|Celia Lovsky|Mike Henry|Leonard Stone|Roy Jenson|Paula Kelly|Chuck Connors|Stephen Young|Whit Bissell|Leigh Taylor-Young|Dick Van Patten|Edward G. Robinson|Joseph Cotten
Space Chimps,http://ia.media-imdb.com/images/M/MV5BNDU0MDY1OTQzOV5BMl5BanBnXkFtZTcwNzQ3ODI3MQ@@._V1._SX95_SY140_.jpg,81 min,"Ham III, the grandson of the first chimp astronaut, is blasted off into space by an opportunity-seeking senator...",Kirk De Micco,"Kirk De Micco, Robert Moreland",http://www.imdb.com/title/tt0482603/,07/18/2008,G,"",Space Chimps - Is it really that bad?  Maybe!,"",Planet|Senator|Surprise|After|End|Credits|Computer|Animation|Circus,Animation|Adventure|Comedy|Family|Romance|Sci-Fi,Omid Abtahi|Jessica Gee|Kenan Thompson|Wally Wingert|Jane Lynch|Patrick Breen|Cheryl Hines|Carlos Alazraqui|Kristin Chenoweth|Jeff Daniels|Andy Samberg|Stanley Tucci|Kath Soucie|Zack Shada|Patrick Warburton
Spartacus,http://ia.media-imdb.com/images/M/MV5BMjE5NTM4NTEzNF5BMl5BanBnXkFtZTcwMDU3MTYyMQ@@._V1._SX100_SY79_.jpg,184 min (premiere version) | Sweden:187 min (1968 re-release) | UK:197 min (1991 re-release) | USA:161 min (1967 re-release) | USA:198 min (1991 restored version),The slave Spartacus leads a violent revolt against the decadent Roman empire.,Stanley Kubrick,"Howard Fast, Dalton Trumbo",http://www.imdb.com/title/tt0054331/,10/07/1960,PG-13,"",praise,They trained him to kill for their pleasure. . .but they trained him a little too well. . .,Slave|Spartacus|Rome|Slave|Revolt|Gladiator,Action|Adventure|Biography|Drama|History|Romance,John Ireland|Nina Foch|Laurence Olivier|Charles McGraw|John Gavin|Peter Ustinov|Charles Laughton|Joanna Barnes|Herbert Lom|Jean Simmons|Kirk Douglas|Harold J. Stone|Peter Brocco|Woody Strode|John Dall
Speed Racer,http://ia.media-imdb.com/images/M/MV5BMTA5MjgxMDE4OTVeQTJeQWpwZ15BbWU3MDgyNjc4NjE@._V1._SX95_SY140_.jpg,135 min,The story begins with Speed Racer who is a young man with natural racing instincts whose goal is to win The Crucible...,"Andy Wachowski, Larry Wachowski","Andy Wachowski, Larry Wachowski",http://www.imdb.com/title/tt0811080/,05/09/2008,PG,"Rated PG for sequences of action, some violence and language.",First Place Winner,Go,Speed|Racer|Race|Racing|Mach|5,Action|Family|Sport,Sean McDonagh|Harvey Friedman|Susan Sarandon|Emile Hirsch|Sami Loris|Gian Ganziano|Melissa Holroyd|Nicholas Elia|Kick Gurry|Olivier Marlo|Valery Tscheplanowa|Scott Porter|Ariel Winter|Peter Fernandez|Sadao Ueda
Spider-Man,http://ia.media-imdb.com/images/M/MV5BMzk3MTE5MDU5NV5BMl5BanBnXkFtZTYwMjY3NTY3._V1._SX95_SY140_.jpg,121 min,"When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.",Sam Raimi,"Stan Lee, Steve Ditko",http://www.imdb.com/title/tt0145487/,05/03/2002,PG-13,Rated PG-13 for stylized violence and action.,"Poignant, fun and a  faithful adaptation to the original comic book",With great power comes great responsibility.,Spider|Superhero|High|School|Newspaper|Spider|Bite,Action|Sci-Fi|Thriller,Rosemary Harris|James Franco|Tobey Maguire|Bill Nunn|K.K. Dodds|Cliff Robertson|Willem Dafoe|Jack Betts|Joe Manganiello|Ron Perkins|Gerry Becker|J.K. Simmons|Michael Papajohn|Stanley Anderson|Kirsten Dunst
The Spiderwick Chronicles,http://ia.media-imdb.com/images/M/MV5BMjE4NDg4MDU3NF5BMl5BanBnXkFtZTcwNzcwOTI3MQ@@._V1._SX100_SY126_.jpg,96 min  | 107 min (unrated version),"Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",Mark Waters,"Karey Kirkpatrick, David Berenbaum",http://www.imdb.com/title/tt0416236/,02/14/2008,PG,"Rated PG for scary creature action and violence, peril and some thematic elements.",Comparing to Harry Potter...,Their World Is Closer Than You Think,Dysfunctional|Family|Basilisk|Actor|Playing|Multiple|Roles|Family|Relationships|Friendship,Adventure|Family|Fantasy,Joan Plowright|Martin Short|Tyler Patrick Jones|Jeremy Lavalley|Tod Fennell|Andrew McCarthy|Freddie Highmore|Jordy Benattar|Seth Rogen|Mary-Louise Parker|Lise Durocher-Viens|David Strathairn|Nick Nolte|Mariah Inger|Sarah Bolger
Spirit: Stallion of the Cimarron,http://ia.media-imdb.com/images/M/MV5BMTYwNzA2NDI1M15BMl5BanBnXkFtZTcwNzkyMTcyMQ@@._V1._SX98_SY140_.jpg,83 min  | Spain:86 min,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare. |","Kelly Asbury, Lorna Cook",John Fusco,http://www.imdb.com/title/tt0166813/,05/24/2002,G,"",We need more films like this,The spirit of the Wild West lives on,Stallion|Old|West|Wild|Stallion|Mare|Waterfall,Animation|Adventure|Family|Western,Meredith Wells|James Cromwell|Zahn McClarnon|Charles Napier|Adam Paul|Chopper Bernet|Matt Levin|John Rubano|Donald Fullilove|Michael Horse|Daniel Studi|Robert Cait|Matt Damon|Richard McGonagle|Jeff LeBeau
Star Trek: The Motion Picture,http://ia.media-imdb.com/images/M/MV5BMTQ5MzM5ODk5OV5BMl5BanBnXkFtZTcwNDY1NDYyMQ@@._V1._SX93_SY140_.jpg,132 min  | USA:136 min (director's cut) | USA:143 min (TV version),"When a destructive space entity is spotted approaching Earth, Admiral Kirk resumes command of the Starship Enterprise in order to intercept, examine, and hopefully stop it.",Robert Wise,"Gene Roddenberry, Alan Dean Foster",http://www.imdb.com/title/tt0079945/,12/07/1979,PG,Rated PG for sci-fi action and mild language.,The Most Beautiful Science Fiction Movie Period....,The human adventure is just beginning,Alien|Admiral|Space|Space|Station|Star|Trek,Adventure|Mystery|Sci-Fi,Gary Faga|Grace Lee Whitney|George Takei|Nichelle Nichols|James Doohan|William Shatner|Persis Khambatta|Walter Koenig|Majel Barrett|Leonard Nimoy|DeForest Kelley|Mark Lenard|Stephen Collins|Roger Aaron Brown|Billy Van Zandt
Stardust,http://ia.media-imdb.com/images/M/MV5BMjE3ODcxMDUxMV5BMl5BanBnXkFtZTcwNjQyMTU1MQ@@._V1._SX100_SY130_.jpg,127 min,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",Matthew Vaughn,"Jane Goldman, Matthew Vaughn",http://www.imdb.com/title/tt0486655/,08/10/2007,PG-13,Rated PG-13 for some fantasy violence and risque humor.,Stardust -- Another Guarded Review,This summer a star falls. The chase begins.,Star|Ruby|King|Throne|Pirate,Adventure|Fantasy|Romance,Alastair MacIntosh|Ian McKellen|Henry Cavill|Sienna Miller|Robert De Niro|Claire Danes|Michelle Pfeiffer|Melanie Hill|Kate Magowan|Darby Hawker|Ben Barnes|Bimbo Hart|Nathaniel Parker|Charlie Cox|David Kelly
Step Brothers,http://ia.media-imdb.com/images/M/MV5BMTcwNzUzMjU1OV5BMl5BanBnXkFtZTcwMTM0NDQ2MQ@@._V1._SX94_SY140_.jpg,98 min  | 106 min (unrated version),Two spoiled guys become competitive stepbrothers after their single parents get hitched.,Adam McKay,"Will Ferrell, Adam McKay",http://www.imdb.com/title/tt0838283/,07/25/2008,R,"Rated R for crude and sexual content, and pervasive language.",Funniest Ferrell/Reilly Movie To Date!,They grow up so fast.,Stepbrother|Sleepwalking|Night|Vision|Goggles|Surprise|After|End|Credits|Rudeness,Comedy,Elizabeth Yozamp|Andrea Savage|Shira Piven|Mary Steenburgen|Wayne Federman|Travis T. Flory|Richard Jenkins|Will Ferrell|Adam Scott|Lili Rose McKay|Kathryn Hahn|John C. Reilly|Lurie Poston|Logan Manus|Seth Morris
Stick It,http://ia.media-imdb.com/images/M/MV5BMTU3OTAyNzE4N15BMl5BanBnXkFtZTcwNzg3MDUzMQ@@._V1._SX100_SY140_.jpg,103 min,"After a run-in with the law, Haley Graham (",Jessica Bendinger,Jessica Bendinger,http://www.imdb.com/title/tt0430634/,04/28/2006,PG-13,Rated PG-13 for some crude remarks.,"For what it was, this was an okay film.",Defy and Conquer.,Gymnastics|Houston|Texas|Coach|Texas|Satire,Comedy|Drama|Sport,Tarah Paige|Jon Gries|Missy Peregrym|Julie Warner|Vanessa Lengies|Annie Corley|Maddy Curley|Nikki SooHoo|Jeff Bridges|Gia Carides|Kellan Lutz|Polly Holliday|Svetlana Efremova|Mio Dzakula|John Patrick Amedori
Stop-Loss,http://ia.media-imdb.com/images/M/MV5BMjE3Mzk0NDU4NV5BMl5BanBnXkFtZTcwMDMzMDc3MQ@@._V1._SX86_SY140_.jpg,112 min,"A veteran soldier returns from his completed tour of duty in Iraq, only to find his life turned upside down when he is arbitrarily ordered to return to field duty by the Army.",Kimberly Peirce,"Mark Richard, Kimberly Peirce",http://www.imdb.com/title/tt0489281/,03/28/2008,R,Rated R for graphic violence and pervasive language. (re-rating; originally also some strong sexuality),I'm getting out!,The bravest place to stand is by each other's side.,Iraq|War|Honor|Texas|Loss|Of|Son|Urban|Warfare,Drama|War,Ciar&#xE1;n Hinds|Connett Brewer|Terry Quay|Victor Rasuk|Alex Frost|Linda Emond|Matthew Scott Wilcox|Joseph Gordon-Levitt|Channing Tatum|Ryan Phillippe|Mamie Gummer|Josef Sommer|Rob Brown|Timothy Olyphant|Abbie Cornish
The Adventures of Bob & Doug McKenzie: Strange Brew,http://ia.media-imdb.com/images/M/MV5BMjE0MTI4OTQzOF5BMl5BanBnXkFtZTcwOTg0MzMyMQ@@._V1._SX96_SY140_.jpg,90 min,"Canada's most famous hosers, Bob and Doug McKenzie, get jobs at the Elsinore Brewery, only to learn that something is rotten with the state of it.","Rick Moranis, Dave Thomas","Rick Moranis, Dave Thomas",http://www.imdb.com/title/tt0086373/,08/26/1983,PG,"",A cult classic!,The McKenzie brothers beer up under misfortune.,Brewery|Hockey|Canada|Studio|Logo|Segues|Into|Film|Animal|In|Cast|Credits,Comedy,Sid Lynas|Tom Harvey|Max von Sydow|Dave Thomas|David Beard|Jill Frappier|Douglas Campbell|Robert Windsor|Thick Wilson|Angus MacInnes|Lynne Griffin|Len Doncheff|Brian McConnachie|Rick Moranis|Paul Dooley
Strange Wilderness,http://ia.media-imdb.com/images/M/MV5BMTI1MTI1OTUxNl5BMl5BanBnXkFtZTcwMDQzMjU1MQ@@._V1._SX96_SY140_.jpg,USA:87 min,"With the ratings dropping for a wilderness-themed TV show, two animal fans go to the Andes in search of Bigfoot.",Fred Wolf,"Peter Gaulke, Fred Wolf",http://www.imdb.com/title/tt0489282/,02/01/2008,R,"Rated R for non-stop language, drug use, crude and sexual humor.","Strange Wilderness is inexplicable, it is an absolutely awful film but yet it is still somewhat funny and made me smile. Don't ask me why.",This ain't March of the Penguins.,Bigfoot|TV|Show|Friend|Ecuador|Shark|Attack,Comedy,Justin Long|Jake Abel|Peter Dante|Blake Clark|Kevin Alejandro|Ernest Borgnine|Joe Don Baker|Robert Patrick|Steve Zahn|Harry Hamlin|Ashley Scott|Kevin Heffernan|Jeff Garlin|Jonah Hill|Allen Covert
